cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_VS30,"WM9-HmR,WM-9-HmR",Left axillary lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RN41,"WM911,WM-911,WM 911",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_RN42,"WM918,WM-918,WM 918",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_L073,"WM98-1,WM-98-1,WM 98-1,98.1",Skin,In situ,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RN39,"WM98-2,WM-98-2,WM 98-2",Skin,In situ,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6808,"WM983A,WM-983A,WM 983A,WM983-A,WC00048",,,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6809,"WM983B,WM-983B,WM 983B,WM983-B,WM-983/B,WC00066",Inguinal lymph node,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AP81,"WM983B-BR,WM983B BR,WM983BBR,WM983B-R",Inguinal lymph node,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A338,"WM983C,WM-983C,WM 983C",Lymph node,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_0B84,WM989,,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_W753,"WMM1175,WMM 1175",Hypodermis,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W754,WMM1215,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_J514,"WSB,Mel-WSB",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_U798,WW,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UM88,X3C-5,Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_L217,YP-MEL,Brain,Metastatic,Melanoma,4Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J515,YUBEL,Not specified,Metastatic,Melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_J533,YUCLIR,,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_J541,"YUDAN3,YUDAN-3,YUDAN 3",,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_K007,YUDUTY,Not specified,Metastatic,Melanoma,80Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_G325,YUFULO,,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A744,"YUGEN8,YUGEN-8,YUGEN 8",Brain,Metastatic,Melanoma,44Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_J073,YUHEIK,,,Melanoma,44Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_K013,YULAPE,Not specified,Metastatic,Melanoma,75Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J522,YULIN,,,Melanoma,48Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J534,YUMAG,,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_K016,YUMINE,Not specified,Metastatic,Melanoma,59Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_EI20,YUMOBER,Not specified,Metastatic,Melanoma,53Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J524,YUNIGE,,,Melanoma,59Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J536,YUPAO,,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_A746,"YUSAC2,YUSAC-2,YUSAC 2,YUSAC","Neck, hypodermis",Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A747,"YUSIT1,YUSIT-1,YUSIT 1,Yusit-1,YUSITI,Yusiti,YUSIT",Not specified,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_R736,YUSIT1-B11,Not specified,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_R737,YUSIT1-B31,Not specified,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_R738,YUSIT1-B5,Not specified,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J528,YUTHO,,,Melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J539,YUTUR,,,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_K027,YUWALI,Lymph node,Metastatic,Melanoma,41Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_K028,YUWHIM,Not specified,Metastatic,Melanoma,65Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_J531,YUWIM,,,Melanoma,57Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_EI24,YUZEST,Not specified,Metastatic,Melanoma,55Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VP89,"Alo 39,Alo-39,ALO-39,ALVE39",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP90,"Alo 40,Alo40,ALVE40",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VP94,"ANAD 63,ANAD-63,ANAD63",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VE09,CM-AS16,Parotid lymph node,Metastatic,"Conjunctival melanoma,Conjunctival malignant melanoma",49Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M592,"CM2005.1,CM2005_1",,,"Conjunctival melanoma,Conjunctival malignant melanoma",84Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M593,"CRMM-1,CRMM1,Conjunctival Recurrent Malignant Melanoma-1","Eye, bulbar conjunctiva",In situ,"Conjunctival melanoma,Conjunctival malignant melanoma",Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_M594,"CRMM-2,CRMM2,Conjunctival Recurrent Malignant Melanoma-2","Eye, bulbar conjunctiva",In situ,"Conjunctival melanoma,Conjunctival malignant melanoma",Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M219,"IPC-292,IPC 292",,,"Conjunctival melanoma,Conjunctival malignant melanoma",37Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_J313,B-HM8,"Back, skin",In situ,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6279,"BHP 14-9,BHP14-9,BHP-14","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6280,"BHP 15-3,BHP15-3,BHP-15","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6281,"BHP 17-10,BHP17-10,BHP-17","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6284,"BHP 5-16,BHP5-16,BHP-5","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_7035,"BLM,BRO Lung Metastasis","Shoulder, skin",In situ,Amelanotic melanoma,34Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_7036,"BRO,Bro","Shoulder, skin",In situ,Amelanotic melanoma,34Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RL86,"BRO/pFRmdr1.6 clone 1.1,BRO/mdr1.1","Shoulder, skin",In situ,Amelanotic melanoma,34Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RL87,BRO/pFRmdr1.6 clone 1.4,"Shoulder, skin",In situ,Amelanotic melanoma,34Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1097,"C32 [Human melanoma],C-32,C32-mel,C32 mel,C32r",Skin,In situ,Amelanotic melanoma,53Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2324,"C32TG,C32-TG,C32-r16TG,C32r16TG",Skin,In situ,Amelanotic melanoma,53Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6813,"C8161,C81-61,C-8161",Abdominal wall,Metastatic,Cutaneous melanoma,Adult,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WS19,"C8161-GFP,C8161 GFP",Abdominal wall,Metastatic,Cutaneous melanoma,Adult,Female,Cancer cell line,Homo sapiens (Human)
CVCL_WS20,"C8161-PEDF,C8161 PEDF",Abdominal wall,Metastatic,Cutaneous melanoma,Adult,Female,Cancer cell line,Homo sapiens (Human)
CVCL_0196,"C8161.9,C8161 cl.9,C8161cl.9,C8161 subclone 9",Abdominal wall,Metastatic,Cutaneous melanoma,Adult,Female,Cancer cell line,Homo sapiens (Human)
CVCL_6814,"C8161.9KFM,C8161.9(KFM),C8161.9 KFM,C8161.9-KFM",Abdominal wall,Metastatic,Cutaneous melanoma,Adult,Female,Cancer cell line,Homo sapiens (Human)
CVCL_T324,"CaCL 73-36,CaCL73-36,CM73-36,M-6,M6",Lung,Metastatic,Cutaneous melanoma,50Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_KS59,"CellSensor AP1-bla A375,CellSensor AP-1-bla A375,AP1-bla A375,AP-1-bla A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_KS16,"CellSensor SBE-bla A375,SBE-bla A375","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C7W5,0342 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_F1YF,10049,Lymph node,Metastatic,Cutaneous melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM18,1007P,"Leg, skin",In situ,Cutaneous melanoma,70Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F1YG,10092,Lymph node,Metastatic,Cutaneous melanoma,58Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_E3EB,10101,"Pelvis, hypodermis",Metastatic,Cutaneous melanoma,78Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F1YH,10164,Lymph node,Metastatic,Cutaneous melanoma,68Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F1YI,10170,Lymph node,Metastatic,Cutaneous melanoma,45Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_F1YJ,10214,Pleural effusion,Metastatic,Cutaneous melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F1YK,10222,Breast,Metastatic,Cutaneous melanoma,40Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_F1YL,10266,Lymph node,Metastatic,Cutaneous melanoma,65Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F1YN,10417,"Lung, left lower lobe",Metastatic,Cutaneous melanoma,72Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM22,10538P,"Leg, skin",In situ,Cutaneous melanoma,55Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C7W6,1061 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C7W7,1067 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VJ83,"10CM,10 CM",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VJ84,"11CM,11 CM",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5239,"1205Lu,1205-Lu,1205 Lu,WM 1205LU,WM-1205LU,WM1205Lu,WM1205,LU1205,Lu1205,WC00058",Skin,In situ,Cutaneous melanoma,37Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM21,1402P,"Trunk, skin",In situ,Cutaneous melanoma,22Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM25,1402R,"Trunk, skin",In situ,Cutaneous melanoma,22Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM26,20842M1,Lymph node,Metastatic,Cutaneous melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM46,20842M2,Cutaneous,Metastatic,Cutaneous melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_WM19,20842P,"Leg, skin",In situ,Cutaneous melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3934,"COLO 38,Colo-38,Colo 38,COLO #38,Colo38,COLO38,Colorado 38","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A1FC,"COLO 38R,Colo38-R,Colo38R","Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_E5HX,"COLO 383,COLO #383,Colorado 383",Neck,Metastatic,Amelanotic melanoma,21Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_X386,"COLO 415,COLO #415,Colorado 415",Neck,Metastatic,Amelanotic melanoma,21Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_1130,"COLO 679,COLO-679,COLO #679,COLO679,Colorado 679",Soft tissue,Metastatic,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_J249,COLO 679-Luc,Soft tissue,Metastatic,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_2408,"COLO 794,COLO-794,Colo 794,COLO #794,COLO794,Colorado 794",,,Cutaneous melanoma,14Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1135,"COLO 800,COLO-800,COLO #800,COLO800,Colorado 800",Hypodermis,Metastatic,Cutaneous melanoma,14Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1998,"COLO 818,COLO-818,COLO #818,COLO818,Colorado 818",Hypodermis,Metastatic,Cutaneous melanoma,14Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1137,"COLO 829,COLO-829,Colo-829,Colo 829,COLO #829,COLO829,Colo829,Colorado 829",Skin,In situ,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L503,"COLO 831,COLO-831,Colo 831,COLO #831,Colorado 831",Umbilicus,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2000,"COLO 832,COLO-832,Colo 832,COLO832,Colorado 832",,,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L504,"COLO 833,COLO-833,Colo 833,COLO #833,Colorado 833",Skin,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L505,"COLO 834,COLO-834,Colo 834,COLO #834,Colorado 834",Skin,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L506,"COLO 835,COLO-835,Colo 835,COLO #835,Colorado 835",Left axillary lymph node,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L507,"COLO 838,COLO-838,Colo 838,COLO #838,Colorado 838",Right axillary lymph node,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L508,"COLO 845,COLO-845,Colo 845,COLO #845,COLO845,Colorado 845",Lymph node,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_L509,"COLO 848,COLO-848,Colo 848,COLO #848,Colorado 848",Right axillary lymph node,Metastatic,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2002,"COLO 849,COLO-849,Colo 849,COLO #849,COLO849,Colorado 849",Right axillary lymph node,Metastatic,Cutaneous melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2003,"COLO 853,COLO-853,Colo 853,COLO853,Colorado 853",Right axillary lymph node,Metastatic,Cutaneous melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2004,"COLO 857,COLO-857,Colo 857,COLO857,Colorado 857",Right axillary lymph node,Metastatic,Cutaneous melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2005,"COLO 858,COLO-858,Colo 858,COLO858,Colorado 858",Right axillary lymph node,Metastatic,Cutaneous melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_RT15,"COLO-679rNutlin20muM,Colo-679rNutlin20muM",Soft tissue,Metastatic,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RT16,"COLO-679rPLX4032_10muM,Colo-679rPLX4032_10muM",Soft tissue,Metastatic,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_RQ50,"COLO-679rVCR20,Colo-679rVCR20",Soft tissue,Metastatic,Cutaneous melanoma,47Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_IW11,Colo829/R,Skin,In situ,Cutaneous melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_W330,"Demel,DEMEL",Lymph node,Metastatic,Amelanotic melanoma,62Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6286,"DRO,DRO-90-1,DRO 90-1,DRO90-1,DRO-90,RO 90-D-1,UCLA RO 90-D-1","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_5528,"DU #2,DU 2,DU-2",Inguinal lymph node,Metastatic,Amelanotic melanoma,65Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_4W88,FM116,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C576,FM2,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C583,"FM28,FM-28,FM 28",Skin,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UI33,FM28.4,Skin,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_2046,"FM3,FM-3",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C578,"FM3.13,FM-3.13",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C579,"FM3.26,FM-3.26",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C580,"FM3.29,FM-3.29,FM3-29,FM3-29-MEL",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UI31,"FM3.D,FM3D,FM3.Differentiated",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UI32,"FM3.P,FM3P,FM3.Progressed",Right inguinal lymph node,Metastatic,Cutaneous melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C584,FM37,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9673,FM39,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9674,"FM45,FM-45,FM 45",Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C587,FM48,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9675,FM49,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C590,"FM55M2,FM-55-M2,FM 55 M2,FM55II",Hypodermis,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C591,"FM55p,FM55P,FM-55-P,FM 55P",Skin,In situ,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C592,"FM55p.R22.2,FM-55-p.R22.2,FM55P.R22",Skin,In situ,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C593,"FM56,FM-56",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C594,"FM57,FM-57",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C595,"FM58,FM-58,FM 58",Skin,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C596,FM59,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C581,"FM6,FM-6,FM 6",Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C597,FM60,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9676,FM62,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C599,FM66,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C600,FM69,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C601,"FM70,FM-70",,,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C602,"FM72,FM-72",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C603,"FM74,FM-74",,,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_9677,FM76,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C605,FM77,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C606,"FM78,FM-78",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C607,"FM79,FM-79",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9678,"FM81,FM-81",Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C609,"FM82,FM-82",,,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C610,"FM86,FM-86",,,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C611,FM87,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_9679,"FM88,FM-88",Skin,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C613,FM89,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C582,"FM9,FM-9",Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C614,FM91,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UI34,FM91.2,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UI35,FM91.5,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C615,"FM92,FM-92",,,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_9680,FM93,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C617,"FM93/2,FM-93/2",,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UI29,FM94,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C618,"FM95,FM-95",Skin,Metastatic,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UI30,FM97,,,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_GZ38,"FO1-12,Fo1-12,FO-1 #12",Iliac lymph node,Metastatic,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C7U2,"FON G1,G1 FON,G1",Lymph node,Metastatic,Cutaneous melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C7U3,"FON G2,G2 FON",Lymph node,Metastatic,Cutaneous melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C7U4,"FON T1,T1 FON","Face, skin",In situ,Cutaneous melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_M212,FRM [Human melanoma],,,Amelanotic melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W798,"G-mel,G-MEL",,,Cutaneous melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_1225,GAK,Inguinal lymph node,Metastatic,Vulvar melanoma,86Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C7W8,25368 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C7W9,2710 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W181,"GLL-19,Gll-19,GLL19",Eye,In situ,Ocular melanoma,17Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D7E9,GU-4,Eye,In situ,Ocular melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D7EA,GU-4/2,Eye,In situ,Ocular melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D7EB,GU-4/4,Eye,In situ,Ocular melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_6546,"4-1.10,4-1.10''","Leg, skin",In situ,Amelanotic melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_0124,435.eB,"Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_F0XM,435.neo,"Right buttock, hypodermis",Metastatic,Amelanotic melanoma,33Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_6357,"451Lu,451LU,451-LU,WM 451-Lu,WM-451Lu,WM-451LU,WM451Lu,WM451,WC00059,LU451,Lu451,EST81","Arm, skin",Metastatic,Cutaneous melanoma,22Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AP83,"451Lu-BR,451Lu BR,451LU BR,451LuBR,451Lu-R,451Lu R","Arm, skin",Metastatic,Cutaneous melanoma,22Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DG54,451Lu-MR,"Arm, skin",Metastatic,Cutaneous melanoma,22Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C7WB,49318 mel,Not specified,Metastatic,Cutaneous melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
